caso,intento,inicio_utc,inicio_epoch,fin_epoch,estado,latencia_ms,error
escribe-cruza,201,2026-09-20T23:54:43.120+00:00,1789948483.120528,1789948485.124627,error,2004.053,QueryCanceled: query execution canceled due to statement timeout
lee-moneda,272,2026-09-20T23:54:45.314+00:00,1789948485.314521,1789948485.315472,ok,0.925,
lee-moneda,273,2026-09-20T23:54:45.514+00:00,1789948485.514626,1789948485.515466,ok,0.815,
escribe-sj,220,2026-09-20T23:54:43.454+00:00,1789948483.454920,1789948485.583556,error,2128.569,QueryCanceled: query execution canceled due to statement timeout
lee-limon,215,2026-09-20T23:54:43.655+00:00,1789948483.655274,1789948485.657628,error,2002.327,QueryCanceled: query execution canceled due to statement timeout
escribe-limon,203,2026-09-20T23:54:43.662+00:00,1789948483.662775,1789948485.666332,error,2003.512,QueryCanceled: query execution canceled due to statement timeout
lee-sj,230,2026-09-20T23:54:43.710+00:00,1789948483.710597,1789948485.713233,error,2002.605,QueryCanceled: query execution canceled due to statement timeout
lee-moneda,274,2026-09-20T23:54:45.714+00:00,1789948485.714706,1789948485.715517,ok,0.778,
lee-moneda,275,2026-09-20T23:54:45.914+00:00,1789948485.914776,1789948485.915698,ok,0.889,
lee-moneda,276,2026-09-20T23:54:46.114+00:00,1789948486.114844,1789948486.115763,ok,0.887,
escribe-cruza,202,2026-09-20T23:54:45.124+00:00,1789948485.124738,1789948487.128001,error,2003.238,QueryCanceled: query execution canceled due to statement timeout
escribe-sj,221,2026-09-20T23:54:45.583+00:00,1789948485.583717,1789948487.586919,error,2003.171,QueryCanceled: query execution canceled due to statement timeout
lee-limon,216,2026-09-20T23:54:45.657+00:00,1789948485.657736,1789948487.905071,error,2001.962,QueryCanceled: query execution canceled due to statement timeout
escribe-limon,204,2026-09-20T23:54:45.666+00:00,1789948485.666477,1789948487.905503,error,2003.068,QueryCanceled: query execution canceled due to statement timeout
lee-sj,231,2026-09-20T23:54:45.713+00:00,1789948485.713348,1789948487.905776,error,2001.797,QueryCanceled: query execution canceled due to statement timeout
lee-moneda,277,2026-09-20T23:54:46.314+00:00,1789948486.314913,1789948488.317201,error,2002.229,QueryCanceled: query execution canceled due to statement timeout
lee-limon,217,2026-09-20T23:54:47.905+00:00,1789948487.905544,1789948488.542583,ok,637.000,
lee-moneda,278,2026-09-20T23:54:48.317+00:00,1789948488.317327,1789948488.744140,ok,426.777,
lee-moneda,279,2026-09-20T23:54:48.744+00:00,1789948488.744283,1789948488.745492,ok,1.175,
escribe-limon,205,2026-09-20T23:54:47.905+00:00,1789948487.905938,1789948488.749003,ok,843.033,
lee-limon,218,2026-09-20T23:54:48.542+00:00,1789948488.542738,1789948488.757966,ok,215.190,
lee-limon,219,2026-09-20T23:54:48.758+00:00,1789948488.758154,1789948488.760507,ok,2.316,
escribe-limon,206,2026-09-20T23:54:48.749+00:00,1789948488.749181,1789948488.779605,ok,30.386,
lee-sj,232,2026-09-20T23:54:47.906+00:00,1789948487.906399,1789948488.815214,ok,908.777,
lee-sj,233,2026-09-20T23:54:48.816+00:00,1789948488.816042,1789948488.834903,ok,18.824,
escribe-sj,222,2026-09-20T23:54:47.904+00:00,1789948487.904826,1789948488.885963,ok,981.010,
escribe-cruza,203,2026-09-20T23:54:47.128+00:00,1789948487.128113,1789948488.917841,ok,1789.685,
lee-moneda,280,2026-09-20T23:54:48.944+00:00,1789948488.944357,1789948488.945402,ok,1.010,
escribe-sj,223,2026-09-20T23:54:48.886+00:00,1789948488.886123,1789948488.948676,ok,62.515,
escribe-cruza,204,2026-09-20T23:54:48.917+00:00,1789948488.917966,1789948488.978796,ok,60.795,
escribe-limon,207,2026-09-20T23:54:48.949+00:00,1789948488.949250,1789948489.005255,ok,55.931,
lee-limon,220,2026-09-20T23:54:48.958+00:00,1789948488.958446,1789948489.015801,ok,57.324,
lee-sj,234,2026-09-20T23:54:49.016+00:00,1789948489.016106,1789948489.017234,ok,1.102,
escribe-sj,224,2026-09-20T23:54:49.086+00:00,1789948489.086175,1789948489.112526,ok,26.305,
lee-moneda,281,2026-09-20T23:54:49.144+00:00,1789948489.144401,1789948489.145674,ok,1.238,
lee-sj,235,2026-09-20T23:54:49.216+00:00,1789948489.216209,1789948489.218299,ok,2.053,
lee-moneda,282,2026-09-20T23:54:49.344+00:00,1789948489.344472,1789948489.345460,ok,0.962,
lee-moneda,283,2026-09-20T23:54:49.544+00:00,1789948489.544553,1789948489.545653,ok,1.066,
lee-limon,221,2026-09-20T23:54:49.158+00:00,1789948489.158518,1789948489.582171,ok,423.609,
lee-limon,222,2026-09-20T23:54:49.582+00:00,1789948489.582282,1789948489.584262,ok,1.949,
escribe-cruza,205,2026-09-20T23:54:49.118+00:00,1789948489.118034,1789948489.602498,ok,484.422,
escribe-sj,225,2026-09-20T23:54:49.286+00:00,1789948489.286257,1789948489.636637,ok,350.342,
lee-sj,236,2026-09-20T23:54:49.416+00:00,1789948489.416277,1789948489.647037,ok,230.704,
lee-sj,237,2026-09-20T23:54:49.647+00:00,1789948489.647177,1789948489.648510,ok,1.301,
escribe-cruza,206,2026-09-20T23:54:49.602+00:00,1789948489.602617,1789948489.664941,ok,62.282,
escribe-limon,208,2026-09-20T23:54:49.149+00:00,1789948489.149317,1789948489.706068,ok,556.709,
escribe-sj,226,2026-09-20T23:54:49.636+00:00,1789948489.636793,1789948489.721382,ok,84.333,
escribe-limon,209,2026-09-20T23:54:49.706+00:00,1789948489.706172,1789948489.736390,ok,30.074,
lee-moneda,284,2026-09-20T23:54:49.744+00:00,1789948489.744622,1789948489.745522,ok,0.870,
lee-limon,223,2026-09-20T23:54:49.782+00:00,1789948489.782366,1789948489.784180,ok,1.767,
escribe-cruza,207,2026-09-20T23:54:49.802+00:00,1789948489.802725,1789948489.827409,ok,24.639,
escribe-sj,227,2026-09-20T23:54:49.836+00:00,1789948489.836914,1789948489.860389,ok,23.402,
lee-sj,238,2026-09-20T23:54:49.847+00:00,1789948489.847248,1789948489.865929,ok,18.654,
escribe-limon,210,2026-09-20T23:54:49.906+00:00,1789948489.906270,1789948489.931679,ok,25.369,
lee-moneda,285,2026-09-20T23:54:49.944+00:00,1789948489.944695,1789948489.945543,ok,0.815,
lee-limon,224,2026-09-20T23:54:49.982+00:00,1789948489.982447,1789948489.984363,ok,1.872,
escribe-cruza,208,2026-09-20T23:54:50.002+00:00,1789948490.002798,1789948490.026467,ok,23.585,
lee-sj,239,2026-09-20T23:54:50.047+00:00,1789948490.047331,1789948490.048548,ok,1.175,
escribe-sj,228,2026-09-20T23:54:50.036+00:00,1789948490.036999,1789948490.072653,ok,35.619,
escribe-limon,211,2026-09-20T23:54:50.106+00:00,1789948490.106339,1789948490.128663,ok,22.284,
lee-moneda,286,2026-09-20T23:54:50.144+00:00,1789948490.144720,1789948490.145781,ok,1.022,
lee-limon,225,2026-09-20T23:54:50.182+00:00,1789948490.182556,1789948490.184091,ok,1.501,
